"no_of_test","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"39",0.0045121600000001,0,0.00380865600000002,0.00162688299999991,0.00454545900000003,0,0.00671144300000004,0.00922434900000002,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.009029391,0.00412473899999999,0,0,0,0.00102352500000003,0.00605246000000004,0.000503943999999978,2.60000000418259e-08,0.00284635600000005,0,0,0.00177383399999997,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0.0030299359999999,0.00123456799999999,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"40",0.0045121600000001,0,0.00380865600000002,0.00162688299999991,0.00454545900000003,0,0.00671144300000004,0.00922434900000002,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.009029391,0.00412473899999999,0,0,0,0.00102352500000003,0.00605246000000004,0.000503943999999978,2.60000000418259e-08,0.00284635600000005,0,0,0.00177383399999997,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"41",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00671144300000004,0.00922434900000002,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.009029391,0.00412473899999999,0,0,0,0.00102352500000003,0.00605246000000004,0.000503943999999978,2.60000000418259e-08,0.00284635600000005,0,0,0.00177383399999997,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"42",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00671144300000004,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.009029391,0,0,0,0,0.00102352500000003,0.00605246000000004,0.000503943999999978,2.60000000418259e-08,0.00284635600000005,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"43",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670644399999998,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.009029391,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0.00226692700000009,0.000675333999999972,0.00214493400000004,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"44",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670644399999998,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"45",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670644399999998,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"46",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670644399999998,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"47",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670644399999998,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"48",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"49",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"50",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"51",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0.00287539899999989,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"52",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"53",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0.00450964599999992
"54",0.0045121600000001,0,0.00380865600000002,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0
"55",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0
"56",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0
"57",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.00100806499999995,0.00535750000000002,0
"58",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"59",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"60",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"61",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"62",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"63",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"64",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"65",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"66",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"67",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0.000553069999999933,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0.001004016,0.00535750000000002,0
"68",0.0045121600000001,0,0.00152381099999999,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"69",0.0045121600000001,0,0,0.00053995699999998,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"70",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"71",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"72",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"73",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"74",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00487911899999993,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"75",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"76",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"77",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"78",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"79",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.0147296139999999,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"80",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.013202115,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"81",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.013202115,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00790326500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00287034599999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"82",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00243889999999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"83",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00243889999999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"84",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00243889999999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"85",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00243889999999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"86",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.014688302,0,0.00243889999999991,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"87",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.01119128,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0.00200901899999995,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"88",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.00763023000000007,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0.00200901899999995,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"89",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.00763023000000007,0.012189986,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"90",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.00763023000000007,0.00914843300000001,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"91",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.00763023000000007,0.00914843300000001,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"92",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.00763023000000007,0.00914843300000001,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
"93",0.0045121600000001,0,0,0,0.00454545900000003,0,0.00670393599999997,0.00860707299999997,0.00763023000000007,0.00914843300000001,0.00504270999999989,0,0,0.015046185,0.00472790599999995,0.00339366500000005,0,0,0,0,0,0.00605246000000004,0.000503943999999978,0,0,0,0,0,0,0,0,0.00289572400000004,0.010517387,0,0,0.00275289699999992,0.000490301000000026,0,0,0,0.000395101000000064,0,0,0,0,0,0,0,0.00535750000000002,0
